Intensity,Wavelength(Ams),Spectrum,Reference
30,3214.237,Ti I,F91
150,3214.329,Ne II,P71
90,3214.3801,Th I,PE83
20,3215.072,Mo I,WB88
120   P,3215.56,W  I,MCS75
120,3215.593,Nb II,RCL00
40,3216.627,Dy II,NG00
300,3216.680,Y  II,NJK91
90,3217.073,Ti II,HJLW82
300,3217.16,K  I,R56
250,3217.62,K  I,R56
150,3218.193,Ne II,P71
200,3218.925,Tb II,B01
200,3218.944,Ce II,C73
200,3219.982,Tb II,B01
2,3220.528,Pb I,WA68
80,3220.729,Er II,M64b
1000,3220.759,Cm II,WHGC76
300   P,3220.78,Ir I,MCS75
700   P,3220.942,Pu II,BFG84
250,3221.171,Ce II,C73
130,3221.2912,Th II,PE83
12,3221.734,Mo I,WB88
30,3222.0591,Fe I,NJLT94
110,3222.839,Ti II,HJLW82
60,3223.306,Er II,M64b
80*,3223.74,Gd II,MCS75
1000   P,3224.226,Cm I,WHGC76
120,3224.818,Ne II,P71
700   P,3224.873,Pu II,BFG84
1000   P,3225.108,Cm I,WHGC76
250   P,3225.467,Nb II,RCL00
60,3225.7871,Fe I,NJLT94
1000,3226.412,Cm II,WHGC76
200,3227.114,Ce II,C73
1,3227.98,Rb I,RE80
40,3228.092,Mn I,CMG64
30,3228.212,Mo I,WB88
40,3228.618,Ti II,HJLW82
130,3229.0096,Th II,PE83
60,3229.194,Ti II,HJLW82
40,3229.430,Ti II,HJLW82
150,3229.499,U  II,BW92b
120,3229.573,Ne II,P71
60   P,3229.75,Tl I,MCS75
20,3229.795,Mo I,WB88
200,3230.070,Ne II,P71
1000,3230.278,Cm I,WHGC76
12,3230.2837,Pt I,SRSA92
1000,3230.349,Cm II,WHGC76
120,3230.419,Ne II,P71
200   P,3230.582,Er II,M64b
130   s,3230.59,Ac II,MFT57
25,3230.632,Au I,ED71
11,3230.716,Mn I,CMG64
110,3231.692,Zr II,J98
120,3232.022,Ne II,P71
70,3232.06,Os I,MCS75
140,3232.156,U  II,BW92b
500   d,3232.224,Pu I,BFG84
150,3232.372,Ne II,P71
"250   P,r",3232.495,Sb I,SM02
2*,3232.633,Li I,REB95
2*,3232.643,Li I,REB95
130,3232.933,Ni I,LBT93
40,3233.142,Mo I,WB88
7,3233.4167,Pt I,SRSA92
200,3234.123,Zr I,J98
200,3234.161,Ce II,C73
600   P,3234.513,Ti II,HJLW82
110,3235.8400,Th II,PE83
7,3235.94,Re I,MCS75
30,3236.2224,Fe I,NJLT94
120,3236.410,Nb II,RCL00
400   P,3236.581,Ti II,HJLW82
1000,3236.737,Cm I,WHGC76
30,3236.778,Mn I,CMG64
130,3236.81,Tm II,MCS75
700   P,3237.02,Tc II,BMC67
30,3237.060,Mo I,WB88
140,3238.1157,Th II,PE83
1000,3238.548,Cm II,WHGC76
300   P,3239.038,Ti II,HJLW82
2,3240.186,Pb I,WA68
200,3240.23,Tm II,MCS75
300   l,3240.58,Pa II,BW92b
130,3241.044,Zr II,J98
250,3241.54,Tm II,MCS75
200,3241.994,Ti II,HJLW82
500   P,3242.272,Y  II,NJK91
1000   P,3242.657,Cm II,WHGC76
500   P,3242.6983,Pd I,ELLW98
70,3243.054,Ni I,LBT93
150   h,3243.16,Cu I,S48
100,3243.396,Ne II,P71
7,3243.689,Ar II,N73
12,3243.777,Mn I,CMG64
100,3244.095,Ne II,P71
500,3244.162,Pu I,BFG84
200,3244.4488,Th I,PE83
60,3245.13,La II,MCS75
700   P,3245.206,Pu II,BFG84
1000,3246.247,Cm I,WHGC76
30,3246.963,Tm I,SMC73
"1000   P,s",3247.262,Bk II,WC78
1000   P,3247.54,Cu I,S48
150,3247.66,Hf I,MCS75
100,3248.345,Ne II,P71
25,3248.512,Mn I,CMG64
100,3248.605,Ti II,HJLW82
100,3249.53,Hf I,MCS75
50,3249.868,Li II,HM59
100,3250.355,Ne II,P71
90,3250.393,Zr I,J98
50,3251.268,Dy II,NG00
110,3251.6361,Pd I,ELLW98
80,3251.909,Ti II,HJLW82
70,3251.9159,Th II,PE83
30,3251.9787,Pt I,SRSA92
500,3252.070,Pu I,BFG84
1000,3252.191,Bk I,WC78
150,3252.524,Cd I,BA56
1000   b,3252.675,Cm I,WHGC76
100,3252.916,Ti II,HJLW82
11,3252.949,Mn I,CMG64
100   P,3253.70,Hf II,MCS75
100,3254.066,Nb II,RCL00
100,3254.251,Ti II,HJLW82
250   P,3254.31,Lu II,MCS75
200,3254.377,Sm II,K35
70,3255.676,Sc I,AV77
50,3255.9088,Pt I,SRSA92
700   P,3256.089,In I,P38
11,3256.137,Mn I,CMG64
30,3256.208,Mo I,WB88
200,3256.2738,Th II,PE83
300,3257.3667,Th I,PE83
6,3257.826,Cr I,K53
800,3257.96,Na II,W71
200,3258.05,Tm II,MCS75
150   P,3258.565,In I,P38
150,3258.7765,Pd I,ELLW98
11,3258.85,Re I,MCS75
50,3259.050,Er II,M64b
11,3259.55,Re I,MCS75
60,3260.111,Zr I,J98
700   d,3260.539,Pu II,BFG84
300,3260.91,Ac II,MFT57
150,3261.055,Cd I,BA56
7,3261.508,Yb II,M67
100,3261.585,Ti II,HJLW82
110   P,3262.29,Os I,MCS75
400   P,3262.331,Sn I,B64
1,3262.355,Pb I,WA68
10,3262.626,Mo I,WB88
200,3262.6684,Th II,PE83
60,3263.14,Rh I,MCS75
1000   s,3263.473,Bk II,WC78
15,3264.401,Mo I,WB88
250   P,3264.782,Er II,M64b
500,3265.177,Pu I,BFG84
60,3265.67,La II,MCS75
1000,3265.806,Cm I,WHGC76
200,3266.64,Tm II,MCS75
110,3266.73,Gd I,MCS75
130,3267.40,Tm II,MCS75
"300   P,r",3267.491,Sb I,SM02
300,3267.702,V  II,ICL88
110   P,3267.94,Os I,MCS75
10,3268.4170,Pt I,SRSA92
90,3268.99,Tm II,MCS75
20,3269.21,Os I,MCS75
40   P,3269.489,Ge I,AM59
200   P,3269.897,Sc I,AV77
30,3270.899,Mo I,WB88
20,3270.99,Rb II,R75
250,3271.124,V  II,ICL88
60,3271.61,Rh I,MCS75
200,3272.0268,Th I,PE83
90,3272.222,Zr II,J98
300,3272.253,Ce II,C73
200,3273.047,Zr II,J98
700   P,3273.111,Pu II,BFG84
250   P,3273.628,Sc I,AV77
1000   P,3273.96,Cu I,S48
500,3274.22,Na II,W71
300,3274.46,Pa II,BW92b
700   P,3275.125,Pu II,BFG84
20,3275.20,Os I,MCS75
500,3275.236,Pu I,BFG84
200   P,3276.130,V  II,ICL88
120,3276.81,Tm II,MCS75
4,3277.78,Eu II,MCS75
25   c,3278.15,Ho II,MCS75
500   P,3278.97,Lu I,MCS75
250   P,3279.264,Zr II,J98
70,3279.326,Er II,M64b
700   P,3279.326,Pu II,BFG84
40,3280.091,Dy II,NG00
70,3280.218,Er II,M64b
1000,3280.450,Cm I,WHGC76
250,3280.55,Rh I,MCS75
"1000   P,r",3280.680,Ag I,PZ01
1000   P,3281.74,Lu I,MCS75
11,3281.9670,Pt I,SRSA92
60   c,3281.97,Ho II,MCS75
100   s,3282.320,Am II,FT57
50   P,3282.3256,Zn I,GL00
90,3282.732,Zr I,J98
50   P,3283.140,Sn II,B64
130,3283.40,Tm II,MCS75
250,3283.57,Rh I,MCS75
150,3284.712,Zr II,J98
200,3285.030,Tb II,B01
11,3285.355,Mo I,WB88
1000   P,3285.60,Na II,W71
130,3285.61,Tm II,MCS75
200,3285.7525,Th I,PE83
40   l,3286.666,Am II,FT57
300,3287.472,O  II,MKM93
40,3287.657,Ti II,HJLW82
150,3287.7893,Th II,PE83
25,3288.46,Ho II,MCS75
"1000   P,l",3288.750,Bk I,WC78
40,3289.011,Mo I,WB88
30,3289.14,Rh I,MCS75
1000   P,3289.347,Bk I,WC78
1000   P,3289.370,Yb II,M67
700   P,3289.977,Pu II,BFG84
25,3290.2196,Pt I,SRSA92
40,3290.26,Os I,MCS75
700   P,3290.345,Pu II,BFG84
150   h,3290.54,Cu I,S48
30,3290.820,Mo I,WB88
250,3291.00,Tm II,MCS75
500,3291.01,Tl II,ES36
150,3291.332,U  II,BW92b
90,3291.48,Gd I,MCS75
200,3291.7394,Th II,PE83
40,3292.076,Ti I,F91
150,3292.5209,Th II,PE83
500,3292.560,Pu I,BFG84
250,3293.065,Tb II,B01
8,3293.640,Ar II,N73
90,3294.08,Gd I,MCS75
40,3294.109,Ru I,K59
20,3294.28,Rh I,MCS75
20,3296.01,Nb I,MCS75
1000,3296.708,Cm II,WHGC76
80,3297.600,Ni II,S70
150,3297.726,Ne II,P71
1000   P,3298.14,Cf I,RCWM80
30,3300.46,Rh I,MCS75
80,3300.82,W  I,MCS75
900,3301.35,Na II,W71
250   P,3301.56,Os I,MCS75
30,3301.593,Ru I,K59
400,3301.6511,Th I,PE83
500,3301.754,Pu I,BFG84
250   P,3301.8596,Pt I,SRSA92
150,3302.1262,Pd I,ELLW98
15   P,3302.37,Na I,R56
200,3302.46,Tm II,MCS75
200   P,3302.5829,Zn I,GL00
70   P,3302.9395,Zn I,GL00
8   P,3302.98,Na I,R56
90,3303.11,La II,MCS75
50,3303.21,Re II,MCS75
800   P,3304.2383,Th I,PE83
1000   P,3304.849,Cm I,WHGC76
800,3304.96,Na II,W71
90,3305.152,Zr II,J98
7,3305.252,Yb I,MT78
11,3305.563,Mo I,WB88
8,3305.733,Yb II,M67
200,3305.8912,U  II,SPMR72
150,3306.277,Zr II,J98
40,3306.284,Li II,HM59
400,3306.388,Sm II,K35
200,3307.017,Sm II,K35
11,3307.125,Mo I,WB88
7,3307.228,Ar II,N73
250   h,3307.95,Cu I,S48
25,3308.305,Au I,ED71
50,3308.883,Dy II,NG00
200,3309.3654,Th I,PE83
30,3309.497,Ti I,F91
25,3309.638,Au I,ED71
150,3309.740,Ne II,P71
130,3309.80,Tm II,MCS75
150,3310.27,Hf I,MCS75
200,3310.661,Sm II,K35
20,3310.91,Os I,MCS75
400   P,3311.16,Ta I,MCS75
50,3311.38,W  I,MCS75
800   P,3312.11,Lu I,MCS75
200   P,3312.424,Er II,M64b
25,3312.60,Nb I,MCS75
700   P,3312.647,Pu II,BFG84
300,3312.86,Hf I,MCS75
110,3314.421,Ti I,F91
150   P,3315.0419,Pt I,SRSA92
80,3315.663,Ni I,LBT93
40,3316.316,Dy II,NG00
50,3316.390,Er II,M64b
1000,3317.143,Cm I,WHGC76
30,3318.021,Ti II,HJLW82
600,3318.04,Na II,W71
250,3318.84,Ta I,MCS75
4,3319.412,Yb I,MT78
300,3319.722,Ne II,P71
50,3319.878,Dy II,NG00
40,3320.259,Ni I,LBT93
500,3320.607,Pu I,BFG84
500,3320.834,Pu I,BFG84
300,3321.179,Sm II,K35
100   P,3321.340,Be I,KM97
120,3321.4508,Th II,PE83
15,3321.49,Rb II,R75
50,3321.697,Ti II,HJLW82
40,3322.309,Ni I,LBT93
11,3322.48,Re I,MCS75
250,3322.939,Ti II,HJLW82
400   P,3323.09,Rh I,MCS75
70,3323.195,Er II,M64b
1000   P,3323.745,Ne II,P71
20,3323.949,Mo I,WB88
700   P,3324.413,Tb II,B01
90,3324.7527,Th II,PE83
200,3325.1207,Th II,PE83
12,3325.674,Mo I,WB88
50,3326.20,W  I,MCS75
30,3326.765,Ti II,HJLW82
150,3327.153,Ne II,P71
12,3327.304,Mo I,WB88
500,3327.69,Na II,W71
400,3327.876,Y  II,NJK91
250,3328.60,Po I,C66a
100,3329.158,Ne II,P71
200,3329.458,Ti II,HJLW82
3,3329.919,Mg I,KM91a
400,3330.4770,Th I,PE83
15,3330.775,Mn II,IV64
140   d,3330.99,Ta II,MCS75
150,3331.38,Gd II,MCS75
50,3331.69,W  I,MCS75
300,3331.875,Ni II,S70
50,3332.112,Ti II,HJLW82
90,3332.13,Gd II,MCS75
300   l,3332.69,Pa II,BW92b
70,3332.702,Er II,M64b
400,3332.73,Hf I,MCS75
20,3333.139,Si II,S61b
90   P,3334.313,Eu I,ST76
150,3334.6041,Th II,PE83
200,3334.836,Ne II,P71
150,3335.182,Ti II,HJLW82
1000,3335.261,Bk I,WC78
30,3336.15,Os I,MCS75
130,3336.18,Gd II,MCS75
8,3336.394,Mn II,IV64
13,3337.171,Yb II,M67
40   c,3337.23,Ho II,MCS75
150,3337.49,La II,MCS75
700   P,3337.708,Pu II,BFG84
150,3337.84,Cu I,S48
150,3337.8703,Th II,PE83
40,3338.18,Re I,MCS75
40,3338.54,Rh I,MCS75
25   c,3338.86,Ho II,MCS75
500,3338.942,Pu I,BFG84
80,3339.555,Ru I,K59
7,3339.81,Cr II,K51
30,3339.819,Si II,S61b
90,3340.341,Ti II,HJLW82
13,3340.55,Rb II,R75
130,3340.553,Zr II,J98
200,3340.579,Sm II,K35
40,3340.993,Dy II,NG00
700,3341.874,Ti I,F91
80   P,3341.97,Nb I,MCS75
30,3342.24,Re I,MCS75
15   d,3342.93,Yb II,M67
4,3343.071,Yb II,M67
60   c,3343.58,Ho II,MCS75
80   P,3343.71,Nb I,MCS75
10   l,3343.867,Am I,FT57
9,3343.8961,Pt I,SRSA92
15,3344.32,Re I,MCS75
150,3344.395,Ne II,P71
100,3344.56,La II,MCS75
40,3344.730,Mo I,WB88
400   P,3345.0134,Zn I,GL00
25,3345.2555,Pt II,SRSA92
300,3345.453,Ne II,P71
80   P,3345.5694,Zn I,GL00
150,3345.829,Ne II,P71
15   P,3345.9353,Zn I,GL00
70,3345.98,Gd II,MCS75
120,3346.036,Er II,M64b
300   s,3346.661,Pa II,G67
30,3346.745,Ti II,HJLW82
11,3347.004,Mo I,WB88
1,3348.72,Rb I,RE80
500   P,3348.7684,Th I,PE83
400   P,3349.029,Ti II,HJLW82
110   P,3349.06,Nb I,MCS75
1000   P,3349.405,Ti II,HJLW82
25,3349.52,Nb I,MCS75
25,3349.987,Tm I,SMC73
700   P,3350.330,Pu II,BFG84
10,3350.397,Eu I,ST76
600   P,3350.47,Gd II,MCS75
1,3350.82,Rb I,RE80
8,3350.924,Ar II,N73
250   P,3351.2286,Th II,PE83
60   P,3351.952,Sn II,B64
40,3352.06,Hf II,MCS75
6,3352.491,Yb II,M67
1000   P,3352.71,Cf I,RCWM80
400   P,3353.724,Sc II,JL80
70,3354.1796,Th II,PE83
1,3354.55,He I,M60a
500,3354.633,Ti I,F91
20,3354.74,Nb I,MCS75
200,3355.016,Ne II,P71
40,3355.2278,Fe I,NJLT94
130,3356.087,Zr II,J98
90,3357.261,Zr II,J98
120,3357.820,Ne II,P71
120,3357.8437,U  I,SPMR72
60,3358.118,Mo I,WB88
40,3358.271,Ti I,F91
110   P,3358.42,Nb I,MCS75
9,3358.49,Cr II,K51
150,3358.6020,Th II,PE83
500   P,3358.62,Gd II,MCS75
100,3358.676,Ni II,S70
100,3358.91,Hf I,MCS75
1000   P,3359.56,Lu I,MCS75
70,3359.668,Sc II,JL80
200,3360.597,Ne II,P71
90,3360.71,Gd II,MCS75
30,3360.80,Rh I,MCS75
40,3360.989,Ti I,F91
600   P,3361.227,Ti II,HJLW82
60,3361.257,Sc II,JL80
40,3361.266,Ti I,F91
40,3361.554,Ni I,LBT93
60,3361.926,Sc II,JL80
120,3362.161,Ne II,P71
600   P,3362.23,Gd II,MCS75
6,3362.438,Yb II,M67
100   s,3362.546,Am II,FT57
400   P,3362.61,Tm II,MCS75
100,3362.707,Ne II,P71
30,3363.778,Mo I,WB88
130,3364.078,Er II,M64b
40,3365.765,Ni I,LBT93
300,3365.863,Sm II,K35
40,3366.166,Ni I,LBT93
70   h,3366.72,Xe II,H39
20,3366.96,Nb I,MCS75
120,3367.218,Ne II,P71
1000   l,3367.79,Cf II,RCWM80
90,3367.8189,Th II,PE83
130   d,3368.022,Er II,M64b
25,3368.04,Cr II,K51
40,3368.38,Rh I,MCS75
30,3368.455,Ru I,K59
30,3368.48,Ir I,MCS75
140,3368.936,Sc II,JL80
500,3369.15,Tl II,ES36
400,3369.566,Ni I,LBT93
50,3369.8076,Ne I,SS04
70,3369.9072,Ne I,SS04
140,3370.434,Ti I,F91
30,3370.59,Os I,MCS75
600,3371.452,Ti I,F91
250,3371.54,Ta I,MCS75
100,3371.799,Ne II,P71
50,3371.987,Ni I,LBT93
250   P,3372.150,Sc II,JL80
120,3372.25,Rh I,MCS75
700   P,3372.71,Er II,M64b
500   P,3372.798,Ti II,HJLW82
200,3372.9943,Pd I,ELLW98
50,3373.75,W  I,MCS75
90,3374.173,Er II,M64b
1000,3374.696,Cm I,WHGC76
600,3374.915,Ga II,IL85
20,3374.92,Nb I,MCS75
400,3374.9749,Th I,PE83
13,3375.483,Yb II,M67
500,3375.948,Ga II,IL85
8,3376.436,Ar II,N73
800   P,3376.50,Lu I,MCS75
150,3377.486,Ti I,F91
400,3377.575,Ti I,F91
500   P,3378.216,Ne II,P71
90,3378.5734,Th II,PE83
50,3379.06,Re II,MCS75
40,3379.211,Ti I,F91
30,3379.965,Mo I,WB88
120,3380.277,Ti II,HJLW82
15,3380.41,Nb I,MCS75
400,3380.570,Ni I,LBT93
14   P,3380.71,Sr II,MCS75
200,3380.8595,Th I,PE83
150,3380.91,La II,MCS75
300,3382.399,Sm II,K35
11,3382.482,Mo I,WB88
"500   P,r",3382.887,Ag I,PZ01
130   s,3383.53,Ac II,MFT57
500   P,3383.769,Ti II,HJLW82
70,3384.609,Mo I,WB88
250   P,3385.014,Dy II,NG00
140,3385.05,Ta I,MCS75
150,3385.083,Er II,M64b
120,3385.50,Lu I,MCS75
70,3385.5316,Th II,PE83
20,3385.660,Ti I,F91
200,3385.941,Ti I,F91
70,3386.5006,Th II,PE83
1000   s,3387.446,Bk II,WC78
8,3387.505,Yb I,MT78
120,3387.840,Ti II,HJLW82
20,3387.84,Os I,MCS75
100,3387.869,Zr II,J98
200,3387.9205,Th I,PE83
130,3388.295,Zr II,J98
150,3388.417,Ne II,P71
8,3388.531,Ar II,N73
30,3388.850,Dy II,NG00
120,3388.945,Ne II,P71
90,3389.83,Hf II,MCS75
250,3390.209,O  II,MKM93
250,3390.3775,U  I,SPMR72
150,3391.043,Ni I,LBT93
700   P,3391.405,Pu II,BFG84
1000   P,3391.972,Zr II,J98
200   P,3391.998,Er II,M64b
300   P,3392.0349,Th II,PE83
1000,3392.22,Cf I,RCWM80
20,3392.34,Nb I,MCS75
130,3392.53,Gd II,MCS75
30,3392.533,Ru I,K59
300,3392.798,Ne II,P71
100,3392.81,Hf I,MCS75
400,3392.986,Ni I,LBT93
13,3393.03,Rb II,R75
100,3393.119,Zr II,J98
150,3393.567,Dy II,NG00
300   l,3394.49,Pa II,BW92b
90,3394.578,Ti II,HJLW82
20   l,3395.010,Am I,FT57
100,3395.373,Co I,PT96
60,3396.156,Dy II,NG00
5,3396.58,Eu II,MCS75
300,3396.7278,Th I,PE83
600   P,3396.82,Rh I,MCS75
200,3396.82,Lu I,MCS75
250   P,3397.07,Lu II,MCS75
70   c,3397.198,Bi I,GMV85
100,3397.26,Hf I,MCS75
200,3397.50,Tm II,MCS75
100,3397.60,Hf I,MCS75
400,3398.5448,Th I,PE83
"500   P,c",3398.95,Ho II,MZH78
70   P,3399.30,Re I,MCS75
90,3399.70,Rh I,MCS75
250   P,3399.80,Hf II,MCS75
700   d,3401.09,Pu II,BFG84
20,3401.86,Os I,MCS75
9,3403.30,Cr II,K51
400   P,3403.652,Cd I,BA56
20,3404.335,Mo I,WB88
1000   P,3404.5764,Pd I,ELLW98
12,3404.72,Re I,MCS75
100,3404.822,Ne II,P71
100,3404.827,Zr II,J98
500   P,3405.118,Co I,PT96
300,3405.5584,Th I,PE83
12,3405.89,Re I,MCS75
40,3405.94,Mo I,MCS75
15,3406.55,Rh I,MCS75
800,3406.79,Te II,HM64
150,3406.94,Ta I,MCS75
120,3406.947,Ne II,P71
50,3407.4597,Fe I,NJLT94
130*,3407.56,Gd II,MCS75
130*,3407.61,Gd II,MCS75
250   P,3407.792,Dy II,NG00
"900   P,c",3408.1308,Pt I,SRSA92
1000,3408.281,Bk I,WC78
15,3408.38,Nb I,MCS75
200,3408.676,Sm II,K35
20,3408.76,Cr II,K51
200,3409.176,Co I,PT96
80,3410.048,Tm I,SMC73
130,3410.243,Zr II,J98
50   c,3410.26,Ho II,MCS75
25   c,3410.65,Ho II,MCS75
"1000   P,l",3412.131,Bk II,WC78
90,3412.27,Rh I,MCS75
300,3412.337,Co I,PT96
30,3412.590,Tm I,SMC73
100,3412.633,Co I,PT96
400,3413.0130,Th I,PE83
100,3413.148,Ne II,P71
1000,3413.17,Es,WLGC74
40,3413.476,Ni I,LBT93
60,3413.783,Dy II,NG00
130,3413.84,Ac II,MFT57
40,3413.936,Ni I,LBT93
1000   P,3414.764,Ni I,LBT93
90   c,3414.90,Ho II,MCS75
300   P,3416.44,Ho II,MZH78
30,3416.588,Tm I,SMC73
120,3416.914,Ne II,P71
150,3416.95,Gd II,MCS75
130,3417.157,Co I,PT96
300,3417.332,Ru I,K59
100,3417.34,Hf I,MCS75
120,3417.688,Ne II,P71
200,3417.77,Ac II,MFT57
30,3417.8034,Pt II,SRSA92
50,3417.9031,Ne I,SS04
5,3418.0055,Ne I,SS04
8,3418.390,Yb I,MT78
150,3418.73,Gd II,MCS75
200,3419.18,Hf I,MCS75
15,3419.41,Re I,MCS75
40,3419.631,Dy II,NG00
40   s,3419.662,Am II,FT57
11,3421.19,Cr II,K51
700   P,3421.2100,Th I,PE83
40,3421.22,Rh I,MCS75
500   P,3421.2214,Pd I,ELLW98
80,3421.63,Ho II,MCS75
800   P,3422.47,Gd II,MCS75
14,3422.73,Cr II,K51
200,3423.708,Ni I,LBT93
250*,3423.90,Gd I,MCS75
250*,3423.92,Gd II,MCS75
500,3423.9897,Th I,PE83
120,3424.5566,U  II,SPMR72
90,3424.59,Gd II,MCS75
150   P,3424.62,Re I,MCS75
700   P,3425.08,Tm II,MCS75
120   c,3425.34,Ho II,MCS75
110,3425.63,Tm II,MCS75
20,3426.044,Yb I,MT78
7,3426.19,Re I,MCS75
1,3426.86,Na I,R56
1000   P,3426.951,Bk I,WC78
50,3427.1194,Fe I,NJLT94
500,3427.40,Pm II,RCWM80
25,3427.9268,Pt I,SRSA92
120   c,3428.13,Ho II,MCS75
400,3428.319,Ru I,K59
40,3428.388,Er II,M64b
"1000   P,s",3428.48,Es I,WLGC74
120,3428.687,Ne II,P71
40   c,3429.18,Ho II,MCS75
30,3429.332,Tm I,SMC73
90,3429.96,Tm II,MCS75
200,3430.527,Zr II,J98
400   c,3430.605,Bi II,DLW02
40,3430.764,Ru I,K59
13,3431.107,Yb I,MT78
12,3431.351,Sc I,AV77
120,3431.582,Co I,PT96
80,3432.99,Gd II,MCS75
200,3433.040,Co I,PT96
500,3433.4278,Pd I,ELLW98
300,3433.556,Ni I,LBT93
14,3433.589,Cr I,K53
250   P,3433.9988,Th II,PE83
11,3434.18,Rb II,R75
90,3434.367,Dy II,NG00
13,3434.788,Mo I,WB88
900   P,3434.89,Rh I,MCS75
11,3435.448,Mo I,WB88
200,3435.4913,U  I,SPMR72
25,3435.541,Sc I,AV77
200,3435.9771,Th II,PE83
8,3436.190,Cr I,K53
600   P,3436.737,Ru I,K59
40,3437.02,Ir I,MCS75
20,3437.213,Mo I,WB88
120,3437.278,Ni I,LBT93
800   P,3438.231,Zr II,J98
6,3438.848,Yb II,M67
80,3438.9503,Th II,PE83
200,3439.21,Gd II,MCS75
90,3439.78,Gd II,MCS75
300,3439.99,Gd II,MCS75
250,3440.05,K  II,D26
150,3440.53,Rh I,MCS75
400   P,3440.6060,Fe I,NJLT94
250,3440.9888,Fe I,NJLT94
70,3441.128,Er II,M64b
250,3441.3896,Pd I,ELLW98
60,3441.446,Dy II,NG00
7,3441.449,Cr I,K53
600   P,3441.50,Tm II,MCS75
60   P,3441.985,Mn II,KG00
200,3442.5790,Th I,PE83
1000   P,3442.664,Bk I,WC78
30,3442.684,Er I,M64b
400   P,3443.645,Co I,PT96
100,3443.8765,Fe I,NJLT94
70,3444.322,Ti II,HJLW82
300   s,3445.25,Es,WLGC74
150,3445.572,Dy II,NG00
8,3445.604,Cr I,K53
20,3446.186,Am I,FT57
600   P,3446.259,Ni I,LBT93
400,3446.37,K  I,R56
40,3446.992,Dy II,NG00
110   P,3447.124,Mo I,WB88
150,3447.362,Zr I,J98
400,3447.38,K  I,R56
8,3447.426,Cr I,K53
2,3447.59,He I,M60a
20,3447.7024,Ne I,SS04
20,3449.074,Mo I,WB88
200,3449.170,Co I,PT96
40,3449.35,Ho I,MCS75
100,3449.440,Co I,PT96
400,3449.80,Pm II,RCWM80
150,3450.38,Gd II,MCS75
130,3451.23,Gd II,MCS75
500   P,3451.303,B  II,LZJK98
200,3451.7023,Th I,PE83
10,3451.75,Mo I,MCS75
"300   P,c",3451.88,Re I,MCS75
200   l,3452.098,Am II,FT57
300,3452.36,Es,WLGC74
5,3452.398,Yb I,MT78
300   l,3452.82,Pa II,BW92b
150,3452.889,Ni I,LBT93
1000   P,3452.922,Cm I,WHGC76
200   P,3453.11,Ho II,MZH78
10,3453.328,Cr I,K53
1000   P,3453.510,Co I,PT96
600   P,3453.66,Tm II,MCS75
1000   l,3453.897,Bk I,WC78
30,3454.080,Yb II,M67
10,3454.1944,Ne I,SS04
120,3454.315,Dy II,NG00
100,3454.90,Gd II,MCS75
40,3455.22,Rh I,MCS75
6,3455.607,Cr I,K53
50   c,3455.70,Ho II,MCS75
60,3455.902,Zr I,J98
"1000   P,c",3456.02,Ho II,MZH78
30,3456.386,Mo I,WB88
60,3456.557,Dy II,NG00
100,3456.610,Ne II,P71
20,3457.07,Rh I,MCS75
12,3457.442,Sc I,AV77
70,3457.561,Zr II,J98
25,3457.93,Rh I,MCS75
11   d,3458.286,Yb II,M67
1000   P,3458.338,Cm I,WHGC76
7,3458.391,Yb I,MT78
600   P,3458.460,Ni I,LBT93
100,3459.321,Ne II,P71
110,3459.9191,U  I,SPMR72
20,3460.269,Yb I,MT78
30,3460.314,Mn II,KG00
"1000   P,c",3460.46,Re I,MCS75
10,3460.5237,Ne I,SS04
300   P,3460.7381,Pd I,ELLW98
20,3460.778,Mo I,WB88
200   P,3460.966,Dy II,NG00
1000   s,3461.244,Bk II,WC78
30   h,3461.26,Xe II,H39
15,3461.50,Rb II,R75
50,3461.507,Ti II,HJLW82
600   P,3461.652,Ni I,LBT93
100,3461.97,Ho II,MCS75
600,3462.04,Rh I,MCS75
1000   P,3462.20,Tm II,MCS75
100,3462.2200,U  I,SPMR72
250,3462.805,Co I,PT96
80,3462.8505,Th II,PE83
140,3463.013,Zr II,J98
140,3463.5479,U  I,SPMR72
300,3463.98,Gd II,MCS75
1000   s,3464.133,Bk II,WC78
10,3464.3382,Ne I,SS04
130   P,3464.37,Yb I,MT78
20   P,3464.46,Sr II,MCS75
"700   P,c",3464.73,Re I,MCS75
250,3465.793,Co I,PT96
120,3465.8606,Fe I,NJLT94
500   P,3466.200,Cd I,BA56
"500   P,c",3466.28,Tc I,BMC67
200,3466.3010,U  I,SPMR72
20,3466.5781,Ne I,SS04
11,3466.824,Mo I,WB88
200,3467.27,Gd II,MCS75
20,3467.513,Tm I,SMC73
400   P,3467.655,Cd I,BA56
7,3467.96,Re I,MCS75
90,3468.2198,Th II,PE83
30,3468.429,Dy II,NG00
200,3468.99,Gd II,MCS75
11,3469.219,Mo I,WB88
40,3469.509,Er I,M64b
20,3469.62,Rh I,MCS75
300   P,3469.9208,Th II,PE83
500,3470.347,Ga II,IL85
500,3470.66,Rh I,MCS75
250,3470.676,O  II,MKM93
150,3471.185,Zr I,J98
300,3471.2186,Th I,PE83
90,3471.709,Er II,M64b
1000   s,3472.016,Bk II,WC78
300,3472.40,Hf I,MCS75
250   P,3472.48,Lu II,MCS75
200,3472.545,Ni I,LBT93
50,3472.5706,Ne I,SS04
150,3473.22,Gd II,MCS75
